title	rating	review
Bonne coque, belle et solide.	4,0 sur 5 etoiles	Cette coque ressemble beaucoup a la coque Apple (la reference), avec 2 differences principales:- Elle est beaucoup moins chere- Elle couvre le bas de l'iPhone (elle protege donc mieux mais limite l'acces au port lightning, impossible de mettre l'iphone sur certains haut parleurs).Le materiau utilise est doux au toucher, solide et epais  ( 2mm environ).Bien que cette coque soit prevue pour l'iPhone X les decoupes sont adaptees a l'iPhone XS (si on est perfectionniste il manque quelques millimetres au niveau de la camera mais c'est purement esthetique et ne gene pas le fonctionnement).La coque est fournie avec une vitre protege-ecran a poser, qui semble epaisse et de bonne qualite.Au global : tres bonne coque si vous cherchez une bonne protection, et si l'epaisseur ajoutee ne vous derange pas.
Vraiment tres jolie	1,0 sur 5 etoiles	Franchement j'avais peur que la couleur soit trop Rose bonbon, mais je ne suis pas decue!Certes c'est rose mais la coque est de qualite donc ca le fait! En plus avec le noir du telephone j'aime le rendu!J'ai deja la azur qui est vraiment superbe couleur comme sur la photo, mais la rose clair m'avait decue je l'a trouvais un peu fade.Cependant au bout de 10 jours la coque s'est cassee donc au final deception..
Attrape toute la poussiere et accroche le fond de la poche	3,0 sur 5 etoiles	Couleur correcte (la rouge), bonne finition, protege bien le telephone, mais pas tres agreable au touche, attrape toute la poussiere quand on la pose quelque part, et est tres penible a rentrer et sortir de sa poche, la coque "accroche", alors c'est sur qu'on risque pas de le perdre, mais a chaque fois qu'on le sort, l'interieur de la poche vient avec et se retrouve hors du pantalon...
Excellente protection	5,0 sur 5 etoiles	L'iPhone X vaut une petite fortune, a ce prix la mieux vaut une bonne protection. Cette coque silicone dispose d'un revetement type microfibre a l'interieur, evitant tout rayure, qui plus est la souplesse de la coque la rend tres facile a mettre en place. Les decoupes et boutons sont parfaitement ajustes, et le toucher exterieur est d'une douceur exceptionnelle, tres agreable en main et adherant. L'objectif arriere est suffisant renfonce pour etre bien protege (sauf petit caillou pile poile a cette endroit en cas de chute, mais ce serait tres malchanceux), les rebords sureleves de la face avant proteger egalement l'ecran, un verre trempe est toutefois une protection complementaire. Celui fourni est de qualite correcte, avec le necessaire de nettoyage avant pose, pas de gabarit par contre, rendant cette derniere delicate.
Super	5,0 sur 5 etoiles	Cela fait plusieurs mois que je me sert uniquement de cette coque: silicone tres adhesif donc quand vous posez votre tel il ne glisse pas sur la table(et du coup tient bien dans les poches sans sortir, meme si du coup est difficile a rentrer car adhere! Un coup de main a prendre). Et un autre point tres positif, assez epais sur le devant pour qu'il depasse encore de 1 mm meme une fois que vous avez mis un ecran de protection verre trempe! Donc si par megarde il tombe a plat cote ecran le sol est loin de l'ecran! J'avais peur des salissures mais super facile a nettoyer, en fait en passant la main les salissures partent. Bref au bout de qq mois elle est comme neuve! Tres bon achat!
Rapport qualite/prix interessant	5,0 sur 5 etoiles	Bonjour,Je vous recommande vraiment cette coque, qui protege parfaitement le telephone.Pour ma part, j'en possede deux, histoire de changer de couleur au gre de mes envies.Le telephone est solidement maintenu en place, les boutons facilement cliquables, et la micro fibre previent de l'apparition de rayures.Attention toutefois, le revetement est tres agreable au toucher, mais peut avoir tendance a glisser des mains. Idem, ce revetement peut avoir tendance a attirer la poussiere au dos de la coque.Vous voila prevenus, me concernant je reste sur ce modele. Bientot une 3eme ?
Bon produit	4,0 sur 5 etoiles	Tres bonne coque. Elle est resistante, agreable au touchee et permet de ne pas glisser. Elle est facile a nettoyer. Elle prend juste la poussiere ou les petits fils de mon jeans quand je mets mon portable dans ma poche par exempleL'interieur de la coque permet de ne pas abime les bords de mon portable qui sont chrome (j'ai l'iPhone X blanc) et facilement rayables. Seul point un peu negatif, elle n'est pas fine ce qui rend le portable plus gros et la coque plus voyante mais ca ne me pose pas de soucis en soit, tant qu'elle protege et qu'elle est jolie
Tres bonne coque pour iPhone X	5,0 sur 5 etoiles	Avec la sortie de l'iPhone Xs, Apple ne commercialise plus la coque officielle pour iPhone X (scandaleux!)La coque officielle n'etant pas compatible, je me suis donc tourne vers ce modele JASBON. La coque est parfaitement adaptee a l'iPhone X, notamment a l'appareil photoTouche tres agreable. Apres plusieurs semaines d'utilisation elle est solide et protege bien le telephone. Tres bon grip et prise en main.Un peu epaisse mais cela securise bien le telephone.Certains commentaires font apparaitre qu'elle attire la poussiere : c'est vrai mais on l'enleve simplement en soufflant dessus ou avec les doigtsJe conseille donc cette coque, bon rapport qualite / prix
Retour amazon car la couche douce s'enleve...	2,0 sur 5 etoiles	En la recevant j'etais surpris de la matiere douce mais en fait la couche douce s'est enlevee en 2 semaines a peine! Pour laisser place a un silicone basique... sinon elle accroche bien pour ne pas trop glisser sur des surfaces mais c'est galere dans la poche. Elle est quand meme assez imposante ca fait le telephone lourd...
Tres bon article	4,0 sur 5 etoiles	Excellent rapport qualite prix.C'est une coque super si ce n'est le fait qu'elle attrappe toute la poussiere, est tres epaisse (mais tres protectrice donc) et lourde.J'aimerai trouver un article similaire mais plus fin et leger. Je n'ai pas trouve pour le moment.Le ++ c'est qu'elle est compatible avec un verre trempe full screen, les bords s'arretent pile la ou il faut.Bref ideale quand on cherche a proteger son telephone efficacement mais on en perd forcement l'esthetique de l'iPhone.
Superbe coque minimaliste	4,0 sur 5 etoiles	Si les coques en silicone made by Apple vous plaisent, voila une excellente alternative pour pres de 4 fois moins cher ! Le produit vient avec la coque en elle meme, une protection en verre trempee ainsi que de quoi nettoyer votre ecran.La coque convient parfaitement au telephone, pas de probleme de finition, decoupe parfaite, La coque est suffisamment epaisse pour combler l'appareil photo qui deborde a l'arriere, ainsi que proteger l'ecran a l'avant quand vous le poserez sur une table. Le silicone peut accrocher un peu dans les poches de pantalon serre et y retenir la poussiere (ce a quoi on peut s'attendre pour toute coque en silicone).En bref, si vous desirez proteger votre telephone, sans pour autant prendre une coque qui viendra gacher en le design, celle-ci sera parfaite. A voir comment elle tiendra sur la duree.Sinon livraison rapide comme toujours, commande dans la nuit du lundi-mardi, recu mercredi matin ! (avec Amazon Prime)
Decue de la coque	2,0 sur 5 etoiles	L'ecran en verre trempe s'installe tres facilement, petite precision il ne couvre pas tout l'ecran.Par contre je suis tres mecontente de la coque. Je la trouve tres epaisse. Mon iPhone parait enorme. Et je confirme elle prend toute la poussiere. Ca ne fait pas propre. Seule la couleur est jolie.
Jaune pas trop jaune	4,0 sur 5 etoiles	Tres bien. Au niveau de la couleur, nous sommes sur un jaune poussin, voir moutarde comme sur l'image. La coque est rigide sur le dessus et souple en bas pour pouvoir mettre le telephone (tres pratique). Elle est fourni avec un verre trempe mais j'ai prefere en achete une d'une autre marque.Malheureusement je retire une etoile a cause du mange poussiere que c'est a peine deballer que j'ai pas mal de poussiere sur les bords, ca s'enleve tres bien avec l'esbroufe doigts mais c'est pas tres esthetique
Bon rapport qualite prix	4,0 sur 5 etoiles	La coque est charmante mais surtout fait tres bien son travail : protege sur tous les flancs notre telephone. Prise en main tres bonne, le smartphone devient un peu plus gros (dans la poche ou dans les mains) mais cela n'est pas genant et au contraire procure une sensation de surete. Ma couleur noire n'est pas vraiment mate en revanche, mais ce n'est pas tres grave. J'ai remarque que la coque retient beaucoup trop les saletes (poussieres, poils ...). La finition est bonne, l'appareil est entoure entierement, de plus notre iPhone ne risque rien etant donne du tissus interne de la coque. Le rapport qualite prix est tres honnete, avec en plus un verre trempe fournis. Je recommande cet achat, et je n'en suis pas decu. 5 etoiles si survie du telephone apres chute 
Coque IPhone et vitre de protection.	5,0 sur 5 etoiles	A premiere vu le produit a l air de qualite ! Packaging renforce ! On a quelque chose de similaire a un produit de la marque de la pomme pour ne pas la siter. En main la coque a un touche agreable. Elle enveloppe bien le telephone . Elle n est pas trop rigide non plus ! A voir sur la duree mais je trouve un tres bon rapport qualite prix! De plus la vitre de protection offerte avec la coque est un plus! Je recommande le produit. J ai pu tester avec la charge a induction et cela fonctionne tres bien
Tres bon produit	4,0 sur 5 etoiles	Achat d'une coque pour mon iPhone je m'atendais a un produit bas de gamme vu le prix propose et il n'en est rien. Le produit est de tres bonne qualite et la vitre offerte gratuitement avec de colle litteralement toute seule est elle est en plus bien epaisse mais ne gene en rien l'utilisation du telephone. Le touche des la coque est agreable et ne glisse pas. L'interieur Est doux et protege vraiment bien des rayures. Si je ne mets pas 5 etoiles c'est uniquement parce que je trouve la coque un peu grosse. Ce qui assure neanmoins une excellente protection.
Jolie finition mais attrape poussiere	3,0 sur 5 etoiles	La coque en soit est de belle facture, bien finie, epouse tres bien l'iphone. Mais... 1. plus epaisse que la premiere coque que j'avais (l'officielle apple qui y ressemble beaucoup), du coup ca alourdi un peu le design. 2. Attrape poussiere, je l'ai mise dans ma poche, en ressortant le tel plein de fibres de coton, dommage.
La coque ideale pour un iPhone 10	5,0 sur 5 etoiles	Je vais ressembler a tous les autres commentaires. Mais je suis tres contente de ma coque.Je l'ai choisi jaune pour changer un peuElle est super bien designe, protege tres bien meme le derriere avec l'appareil photo.Elle est doublee a l'interieur Pour ne pas rayer ( Dieu merci car les coques tech21 d'apple m'ont raye l'iPhone)Le petit plus: l'embout plastique souple au niveau du chargeur.Vous pouvez etre sur que j'en recommanderai quand j'en aurais marre du jaune lol.
Tres bonne qualite	5,0 sur 5 etoiles	Tres contente de mon achat coque de qualite , rien a dire vraiment je recommande ce produit et etant connaisseuse de ces produit, une aple ou celle ci on ne vois pas la diferace a part la pomme sur le apple ! Vraiment rien a redire de plus ! Tres satisfaite de mon achat et livraison rapide
Tres bonne coque	4,0 sur 5 etoiles	Coque integrale meme sur le bas du telephone  (un plus par rapport a la coque apple officielle). Elle ne prend pas trop la poussiere et la matiere est tres agreable. Elle est un peu epaisse mais sinon tres bien surtout qu'elle est fournie avec une vitre de protection donc tres bon rapport qualite prix. Il ne manque qu'un logo a l'arriere pour lui donner un look plus sympathique.
Une excellente coque a prix contenu	5,0 sur 5 etoiles	Possesseur de l'officiel silicone, je suis passe sur cette coque pour une raison purement economique. Je dois dire, que je ne suis pas du tout decu. Le materiau utilise est de qualite et est tres agreable au touche. La coque s'installe facilement et a le gros avantage d'etre totalement ferme a l'inverse de l'apple.Un excellent produit a un prix reduit!
Coque rose	3,0 sur 5 etoiles	La coque est tres agreable au touche. Elle est cependant assez grosse et epaisse (ce qui est bien pour les potentiels chocs). Par contre, la protection ecran n'est pas adapte a l'ecran integral de l'iphon X ce qui est assez derangeant tant physiquement que manuellement.Concernant la livraison, 3 jours de retard, ce qui m'a oblige a acheter une autre coque le temps de l'attente.
Tres bien	5,0 sur 5 etoiles	Tres bonne protection.J'ai eu 3 coque silicone Apple dont je suis content, mais ici le protection est meilleure :- protection supplementaire en partie inferieure (cote micro et prise)- meilleure protection generale due a l'epaisseur du silicone plus importante- meilleure tenue en main (moins glissante)Toutefois, revers de la medaille, les peluches et poussieres accrochent plus...Je recommande.
Coque silicone iPhone X (rose clair)	4,0 sur 5 etoiles	Coque de couleur (rose clair) tres proche de la couleur de la coque silicone de la marque AppleCette coque est de bonne qualite et protege bien le telephone ! Le silicone est bien epais.Le seul point negatif est que le silicone a un aspect de << gomme >> et retient les poussieres, saletes et les traces de doigts et pas facile a nettoyer a l'eau et au savon !
Enfin une protection integrale	4,0 sur 5 etoiles	Toucher tres agreable, epouse parfaitement les formes du telephone, interieur en micro fibre pour limiter les rayures, couleur saturee et protection integrale, meme au niveau du connecteur. Juste un poil trop epais, ca fait vraiment mastoc.Un verre trempe est inclu dans le packaging, ca c'est top de chez top.
Protege tres bien mais	3,0 sur 5 etoiles	Superbe coque qui protege super bien et anti derapanteMais un nid a pelucheA peine dans la pocheQuel horreur toutes c'est peluches de vetements qui s'y colleA part ca parfait
Superbe coque avec excellent rapport qualite prix!	5,0 sur 5 etoiles	Coque tres bien ajustee au telephone avec utilisation des boutons facile et tres protectrice! Prend un peu la poussiere mais en couleur rouge ca ne se voit pas. Livree avec la protection de l'ecran donc pour le prix ca en vaut vraiment la peine car excellente qualite.
Meilleur rapport qualite prix!	5,0 sur 5 etoiles	Avant d'installer cet etui, j'ai deja essaye plusieurs protections pour iPhoneX, en commencant par la coque officielle d'Apple en cuir (excellente finition, mais protege pas assez, surtout en bas).La coques Jasbon represente le meilleur equilibre entre protection et design: elle est epaisse, mais pas trop, enveloppe bien le telephone de tous les cotes, la protection d'ecran est excellente (solide, pose sans bulles facile), le touche est soyeux et agreable, le design est sobre et joli. En plus, le pris est tres raisonnable.A conseiller sans reserves!
Parfait!	5,0 sur 5 etoiles	Coque qui fait qualitatif et solide, je ne l'ai pas encore teste a l'epreuve des chutes mais en tout cas elle rend vraiment bien, elle est bien epaisse et la matiere est douce. Aussi, le fait d'avoir la vitre dans le meme lot est un vrai plus, ca evite d'acheter plusieurs accessoires! La vitre etait facile a poser, sans bulles d'air.
juste ce qu'il me fallait	5,0 sur 5 etoiles	la coque est parfaitement finile touche est douxpour la durabilite je mets un bemolon voit avec les reflets d'une forte lumiere, que les zones les plus en contact avec les mains commence a user legerement la coque a cause de la sueur.je pense que ca fait l'affaire pour six mois pas plusmais je reste super satisfait
Efficace !	5,0 sur 5 etoiles	Je me suis dirige vers ce produit d'apres les commentaires positifs. Cette coque est de bonne qualite, interieur anti rayure et une protection maximale. La coque a une bonne prise en main du a la matiere silicone et si jamais vous faites tomber votre bijoux , la coque s'occupe du reste. N'ayez pas peur !
Robuste et semblable a celle d'Apple	5,0 sur 5 etoiles	Je ne m'attendais pas a une coque aussi belle et propre (pour le moment). Qualite semblable a celle d'Apple et je ne regrette pas le logo present sur les leurs pour 40EUR de plus, exit le logo mais moi ca me va.Elle epouse bien les formes de mon IPhone XS, elle est assez lourde mais ca ne me derange pas, je prefere ca. Mon ancienne d'Apple s'est cassee sur les bords... celle la a l'air robuste !Par contre moi je n'avais pas le logo <<Jasbon >> a l'interieur de la coque. Mais c'est qu'un detail.
Super utile	5,0 sur 5 etoiles	Apres en avoir achete une pour moi, je viens d'en offrir une a ma niece. Elle l'adore. Sa coque batterie est toujours sur son telephone et n'est plus jamais en panne de batterie. Les voyants lumineux au dos sont tres pratiques pour connaitre la charge. Elle n'est pas trop lourde. Une nouvelle fois, je suis satisfaite!!! Je recommande a 200%!!!
Tiens une journee entiere sans probleme	5,0 sur 5 etoiles	La coque est robuste et epouse tres bien l'iPhone. Faire attention comme explique lorsqu'on met l'iPhone dans la coque, il faut y aller doucement. Tres pratique puisque nous n'avons plus besoin d'enlever la coque ensuite pour recharger. Les leds sont vraiment utiles car elles permettent de savoir quel niveau de batterie il reste dans la coque. Le tout rentre tres bien dans la poche et la coque ne chauffe pas du tout a l'utilisation!
enfin l iphone vas approcher d une autonomie correcte	5,0 sur 5 etoiles	offert a mon gendre qui a craque pour un iPhone 6 mais se rends vite compte que l autonomie est pourriemaintenant il peut esperer tenir la journee en utilisation standard sans voir son tel s eteindre epuise de peut.*en plus la protection est vraiment efficace et le revetement a un touche agreablepar contre ce revetement peau de peche se revele salissant
parfait	5,0 sur 5 etoiles	C'est vraiment un produit pratique qui vous servira tous les jours. On connait l'autonomie des produits apple... Cette coque resout definitivement ce probleme. Pour ce qui est de la recharge elle recharge mon portable 2 fois et demis environ. La prise en main est relativement agreable meme si ca grosse enormement le portable. Pour ce qui est de la protection en cas de chute, je suis pas sur que cela soit tres efficace. ca reste a voir durant les prochains mois d'utilisation, je conseil donc pour l'instant ce produit.
Tres bon produit	5,0 sur 5 etoiles	Premiere fois que je commande une coque batterie, j'avais un peu peur du poids et de l'encombrement.Franchement pas decu de cette coque, alors oui le telephone est un peunl'is Lourd et plus epais, mais c'est rien comparer au gain de batterie qu'elle procure.Plus besoin de trainer un cable dans ma poche pour recharger en cours de journee, elle recharge entierement mon tel et il en reste encore.Les 4 led sont pratique pour connaitre la batterie disponible (1 led par 25 %).En plus ca protege bien l'iPhone et on garde l'acces a toute les ouvertures.Je conseil vraiment ce produit.
Parfaite pour une longue autonomie	5,0 sur 5 etoiles	J'avais deja une coque batterie comme celle la,et j'en ai achete une deuxieme,cette batterie est vraiment tres bonne pour ne jamais rester a court de batterie,elle n'est pas lourde comme on pourrait penser,et son design est tres sobre ce qui fait que nous pouvons l'utiliser dans toutes les situations,elle protege parfaitement notre produit tout en nous permettant une longue utilisation de celui-ci,je la conseille a toutes personnes qui comme moi reste rapidement sans batterie.
Batterie de secours	5,0 sur 5 etoiles	J'etais a la recherche d'une batterie me permettant d'augmenter la capacite de mon iPhone lors de mes deplacements professionnels. Apres avoir essaye la batterie externe qui apportait des avantages tres interessants (a savoir plusieurs recharges possibles) il s'est rapidement avere que je l'oubliais aussi souvent donc, il me fallait une autre solution.J'ai trouve le produit coque + batterie plutot interessant dans le principe que la batterie est solidaire de la coque, donc si on oublie la batterie, on oublie egalement le telephone. La batterie ne pesant que 125 grammes, cela permet de ne pas avoir un ensembre trop lourd dans la poche (environ 300gr, telephone + batterie pour un iPhone X).J'en suis tres content meme si je regrette de ne pas avoir le niveau de la batterie dans le telephone (avec les autres suivis - airpods, etc) mais les voyants au dos de la batterie sont la pour remedier a ce point qui ne doit etre reserve qu'aux produits Apple (bien plus onereux).Un point a faire attention, quand le telephone est en place dans la coque, l'ecran est au ras de la coque, donc il faut etre vigilent a ce niveau, le reste du telephone est parfaitement protege.
Bon produit qui pourrait etre mieux avec quelques corrections.	4,0 sur 5 etoiles	Un produit qui fait bien le job: charger l'iphone a tout moment.La partie mecanique (insertion de l'iphone, solidite, touche du rubber, protection) est tres bonne.L'acces au connecteur jack original de l'iphone se fait sans probleme.Je pensais au depart l'utiliser que lorsqu'il est absolument necessaire d'avoir une batterie (rando, voyage), mais finalement je le laisse maintenant en permanence.Quelques details auquel ils faut s'attendre:- Le pack n'est pas vu comme une batterie par l'iphone. Il n'y a pas de dialogue entre l'iphone et la batterie pour, par exemple, demander du jus automatiquement. Il faut appuyer sur le bouton arriere de la coque pour charger l'iphone.Et re-appuyer pour arreter.- Je note une diminution de la reception GSM en qualite quand l'iphone est dans le pack. Souvent, en limite de reseau, il faut separer l'iphone du pack pour "gagner quelques barres".Quelques points negatifs:- L'appui bouton se declenche souvent sans que l'on s'en apercoive... avec la desagreable decouverte 2H plus tard que le pack est vide car l'iphone s'est charge en douce, mais a aussi gentiment tout suce (car pensant etre branche sur le secteur). Avoir besoin d'appuyer en continu 2-3s pour commencer la charge aurait ete un gros +.- quelques faiblesses sur le connecteur lightning de la coque commencent a apparaitre apres 2 mois d'usage. A l'insertion d'un chargeur la batterie se met a charger, mais souvent, si on bouge un tout petit peu l'iphone la charge s'arrete.
Bien	5,0 sur 5 etoiles	Enfin une batterie qui repond a nos attentes, pas besoin de cable et de ce balader avec deux appareils differents.Cette coque batterie vous offre en plus de recharger votre appareil une protection de celui ci.Sans compter la possibilite de charger votre telephone tout en utilisant vos ecouteurs et tout ca sans adaptateur iphone.Si vous aussi vous utilisez enormement votre telephone, c'est certainement la coque qu'il vous faut.
Produit deux en un, robuste	5,0 sur 5 etoiles	J'ai commande cette batterie le 31 janvier, recu le 02 fevrier.Envoie rapide et soigner, embalage impecable.Au deballage j'ai ete surpris par le poid de la coque, beaucoup plus legere que je ce que a quoi je m'attendais. Mise en charge immediate comme pour toute batterie.Comme indique sur la notice la mise en place du telephone doit etre faite avec un peux de precaution (angle de rentree pour evite de casser le doc de la coque, tut comme pour le retrait.Charge impeccable l'iphone 6 de mon fils, de 2 a 100% et pas de descente de capacite subite. Reste a confirmer mon impression sur la duree.La coque est super enveloppante et parait extrement solide, donnat une impression de robustesse, connaissant mon fils elle vas etre mise a rude epreuve.Bref ce produit me parait tres bien pour un prix tres abordable, si on prend en compte le fait que ce produit est deux en un coque plus batterie.Je vais en racheter deux pour complete l'equipement des Iphones 6 de la maison.
Parfait	5,0 sur 5 etoiles	Un produit pratique qui vous servira definitivement . On connait bien le probleme l'autonomie des iPhones ( au bout de meme pas six mois la batterie de mon iPhone ne tient plus une demi-journee). Pour ce qui est de la recharge elle recharge mon portable 2 fois environ.  Pour ce qui est de la protection en cas de chute, c'est tres efficace. je valide
Robuste, mais pas sans faille...	5,0 sur 5 etoiles	Produit de tres bonne qualite a premiere vue. Rajoute de l'epaiseur et du poids au telephone mais ca reste dans la limite du raisonnable. On a vraiment une sensation de robustesse et de solidite entre les mains. Les boutons ne sont pas dur a cause de la coque et le bouton vibreur est tres accessible. A voir sur une longue duree. Mention speciale pour ceux qui ont un iPhone 7 et plus (ceux qui n'ont pas de port jack) les ecouteurs lightning ne fonctionneront pas sur la coque. J'ai la chance d'avoir des AirPods donc sa va mais ceux qui n'ont pas de casque sans fil sa va etre difficile d'ecouter quelques chose.Je recommande ce produit pour l'instant.
Tout simplement pratique	5,0 sur 5 etoiles	Apres  un premier achat pour mon telephone et un second pour le telephone de ma femme qui trouvait cette batterie fort pratique, c'est au tour de ma fille que le pere Noel a gate d'un magnifique portable (iPhone 6s plus) et pour qui il n'etait Pas question de ne pas avoir << l'outil indispensable >> selon c'est dire. L'utilite de cette batterie n'est plus a demontrer tant elle  prolonge l'utilisation du telephone lors d'une journee. Reste encore le petit dernier et toute la famille sera equipee ( mais cela attendra un peu, lol)
Autonomie triplee	5,0 sur 5 etoiles	J'ai achete cette coque batterie car je trouve que l'autonomie de mon iPhone est vraiment limite !Avec cette coque mon autonomie triple au moins !!Je suis content de pouvoir utiliser mon iPhone  a pleine puissance sans me poser la question d'avoir pris un chargeur ou un cable car je tiens avec cette coque bien plus d'une journee sans probleme !Tous les boutons sont accessibles facilement et un port lightning est aussi disponible
Parfait : produit de tres bonne qualite	5,0 sur 5 etoiles	Produit livre rapidement et tres bien emballe, il y a meme la carte du vendeur en cas de probleme.La coque est conforme a la description : tres beau design avec une batterie 6500 mAh integree. Un point tres positif : pour une coque a batterie integree, je trouve qu'elle est vraiment fine et legere, on croirait une coque classique sans batterie ! J'ai commande cette coque pour mon Iphone XS, elle est parfaitement compatible et la recharge fonctionne tres bien.En bref : produit tres satisfaisant, je le recommande vivement !
Coque IPhone batterie	5,0 sur 5 etoiles	La batterie qu'il me fallait ! Enfin une possibilite d'avoir une batterie externe sans avoir a trimbaler un cable.La coque est assez lourde mais normal c'est une batterie externe, mon telephone tient 2 fois plus avec la batterie. Elle se met facilement avec explication. Pour le rechargement c'est avec le chargeur d'iphone.Le voyant lumineux indique le niveau de batterie.
Bon produit	5,0 sur 5 etoiles	Bon produit la batterie se charge efficacement cela vas me permettre de laisser mon portable charge avec les probleme de batterie que j'ai eu dernierement.Mon mari a bien aime il va commander une aussiLe modele que j'ai pris c'est le iphone8plus je pense que c'est le meme modele que le iPhone 7 ou6 plus je recommande
fonctionnement parfait !	5,0 sur 5 etoiles	j'ai achete cette coquine car mon iphone ne dure pas plus que 2 heures et donc je dois toujous me balader avec un chargeur partout , ce produit sauve ta vie quand ta batterie est morte , bon produit avec un prix correcte .
Bon produit	5,0 sur 5 etoiles	Sobre, efficace, de bonne qualite et qui va parfaitement sur un iPhone 8. Les voyants bleus au dos de la coque donnent le niveau de la batterie ce qui evite la panne seche. Je recommande
toujours ravi	5,0 sur 5 etoiles	j'en ai deja commande une par le passe, et la je viens de recommander cella pour ma femme, avec un autre vendeur.coque qui fait son job, protection, et tien le telephone charger.un des points negative, est la volume et le poid.un conseil, on placant la coque, il faut que soit bien incline ( coler au telephone) pour ne pas casser le petit bout de connecteur.voila voila
Correspond aux attentes	5,0 sur 5 etoiles	Coque permettant de gagner 2 fois la batterie de l'iPhone, pour partir en vacances c'est parfait !La coque ne rajoute pas une epaisseur enorme au telephone qui permet de toujours bien le manier dans la main. Le fait qu'il possede des leds indiquant l'autonomie restante est super pratique !Je recommande pour ceux et celles qui vont quelque part sans pouvoir recharger le telephone.
Coque batterie tres efficace	5,0 sur 5 etoiles	Cette coque batterie est tout simplement super. Je peux sortir et laisser mes enfants jouer avec mo  telephone sans avoir peur de ne plus avoir de batterie. La coque fait pile poil la taille du telephone pour bien le proteger. La batterie est super juste a appuyer sur le bouton quand il n'y a plus de batterie et ca charge.Super rapport qualite prix je le recommande vivement.
Parfait	5,0 sur 5 etoiles	Acheter pour mon mari qui se plain toujours que la batterie de son telephone se vide rapidementCette coque est epaisse et s adapte parfaitement a son telephone elle prend le relais quand sa batterie se vide c est vraiment bienIl est content
Parfait	5,0 sur 5 etoiles	Le toucher est pas mal, un peu lourd mais ca va, parfait avec mon iPhone X. ca ressemble que c'est la magie il peut etre recharge quand tu mets ton telephone dans la coque hahaha
Tres bonne coque chargeur, elle me ravie	5,0 sur 5 etoiles	Utilisant souvent mon telephone comme Gps, pour les jeux, les reseaux sociaux ... Ma batterie s'use vite. Cette coque me permets d'etre serin et de ne pas tomber en panne de batterie. Elle s'adapte tres bien a mon iPhone 8. On peut recharger le telephone avec la coque en place sans devoir l'enlever. Il n'y a pas l'inconvenient des batteries nomade avec un fil qui pend. Je ne regrette en aucun cas mon achat et le recommande a 100%. Tres bon rapport qualite/prix.
Pratique, solide, charge rapide	5,0 sur 5 etoiles	J'ai achete cette baterrie car mon vielle iPhone 6 se dechargeait trop rapidement. Je ne supportais plus la baterrie de secours  avec le cable qui devenais encombrant et peux pratique. La coque a une batterie de 6000mAh. Les bouttons volume et on/off tombe bien sur le telephone. De plus on peu arreter via le bouton arriere la charge de la baterrie. Seul petit bemol le poids . Sinon rien a dire fait largement ce qu'on lui demande
Je recommande, bonne coque batterie	5,0 sur 5 etoiles	La coque s'adapte parfaitement a mon iPhone 7.Je vais pouvoir partir en vacances tranquille j'ai enormement gagne en autonomie.Mon iPhone est aussi tres bien protegeJe recommande cette coque batterie super pratique , en plus elle tiens tres bien en mainsL'indicateur a led bleu qui indique le niveau de charge est tres utile.
Satisfait	5,0 sur 5 etoiles	J'ai teste le produit durant toute la journee. Les promesses de rechargement complet sont tenues, la coque ne glisse pas dans les mains. Cependant elle est assez difficile a retirer au debut mais une fois qu'on a le coup de main, c'est parfait.Tres satisfait.
Produit de bonne qualite	5,0 sur 5 etoiles	Je suis satisfaite!  La coque est arrivee deja chargee et elle a charge mon portable trois fois jusqu'a 100%. C'est mieux qu'avoir  un powerbank portable et c'est beaucoup plus pratique! Je recommande ce produit pour le gens qui oublient souvent leurs chargeurs a la maison comme moi ;))
Ne fonctionne plus.	2,0 sur 5 etoiles	Utilite pour la faiblesse de la batterie de mon iPhone 6s Plus. La batterie fonctionnait a merveille durant 3 semaines. Mais aujourd'hui elle ne s'allume plus ! Brancher a l'iPhone, plus rien de se passe.  Je suis tres decu mais je m'y attendais. Tout ces produits gadgets ont une duree de vie limitee.
Batterie de tres bonne qualite	5,0 sur 5 etoiles	La coque est de tres bonne qualite et tres facile a poser sur le socle de charge. De plus l'envoi est rapide. De plus le manuel et mode d'emploi est en francais tres pratique
Excellent	5,0 sur 5 etoiles	Tres bon produit pour mon iPhone 6s.Forcement un peu plus epais et lourd que le telephone seul mais vue l'efficacite (batterie x3), ca me va !!
Batterie et protege tres bien	5,0 sur 5 etoiles	Tres bon produit , un peu epais mais c'est normal car la 2eme batterie est dans la coque , tres pratique car ca recharge facile 35%supplementaire  en appuyant sur le petit bouton a arriere une fois dans le rouge . Facile d'utilisation et s'adapte tres bien sur iPhone 7 et 8 , maintenant a voir dans le temps .je conseille ce produit :)
Coque tres pratique !	5,0 sur 5 etoiles	Cette coque est tres pratique et je m'en sert tous les jours, mon autonomie de batterie est doublee !Charge rapidement avec un cable d iPhone , des points bleus indiquent le niveau de charge de la coque.Si vous avez marre de recharger sans cesse votre iphone, cette coque est faite pour vous !
Bonne autonomie et dimension correcte	5,0 sur 5 etoiles	Pour tout ceux qui utilisent enormement leurs telephone et qui ne veulent pas ce balader avec un chargeur derriere eux, c'est le produit qu'il vous faut.La batterie me sert de Coque et de chargeur sans fils, plus besoin de faire attention a mon telephone, je peut enfin l'utiliser en permanence.
